Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / Australia,Price / Australia,Compare At Price / Australia,Included / Austria,Price / Austria,Compare At Price / Austria,Included / Belgium,Price / Belgium,Compare At Price / Belgium,Included / Canada,Price / Canada,Compare At Price / Canada,Included / China,Price / China,Compare At Price / China,Included / Denmark,Price / Denmark,Compare At Price / Denmark,Included / France,Price / France,Compare At Price / France,Included / Germany,Price / Germany,Compare At Price / Germany,Included / Hong Kong SAR,Price / Hong Kong SAR,Compare At Price / Hong Kong SAR,Included / India,Price / India,Compare At Price / India,Included / International,Price / International,Compare At Price / International,Included / Ireland,Price / Ireland,Compare At Price / Ireland,Included / Israel,Price / Israel,Compare At Price / Israel,Included / Italy,Price / Italy,Compare At Price / Italy,Included / Japan,Price / Japan,Compare At Price / Japan,Included / Lebanon,Price / Lebanon,Compare At Price / Lebanon,Included / Mexico,Price / Mexico,Compare At Price / Mexico,Included / Netherlands,Price / Netherlands,Compare At Price / Netherlands,Included / New Zealand,Price / New Zealand,Compare At Price / New Zealand,Included / Norway,Price / Norway,Compare At Price / Norway,Included / Saudi Arabia,Price / Saudi Arabia,Compare At Price / Saudi Arabia,Included / Singapore,Price / Singapore,Compare At Price / Singapore,Included / South Korea,Price / South Korea,Compare At Price / South Korea,Included / Spain,Price / Spain,Compare At Price / Spain,Included / Sweden,Price / Sweden,Compare At Price / Sweden,Included / Switzerland,Price / Switzerland,Compare At Price / Switzerland,Included / Taiwan,Price / Taiwan,Compare At Price / Taiwan,Included / United Arab Emirates,Price / United Arab Emirates,Compare At Price / United Arab Emirates,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
kancan-carly-full-size-high-rise-cropped-skinny-jeans,,,,,,,,,Dark,,5/26,,,'100100358412264,595.158548677,shopify,deny,manual,59.00,,true,true,'100100358412264,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/0741d0d522614c21a614da4f154fb047-Max.jpg?v=1674766749,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/2ad2c6ab607042329e7f7842617eeba7-Max.jpg?v=1674766590,lb,,16.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-carly-full-size-high-rise-cropped-skinny-jeans,,,,,,,,,Dark,,7/27,,,'100100358410608,595.158548677,shopify,deny,manual,59.00,,true,true,'100100358410608,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/e6ef516741ae42b8ba79c61f6f2995b3-Max.jpg?v=1674766749,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/2ad2c6ab607042329e7f7842617eeba7-Max.jpg?v=1674766590,lb,,16.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-carly-full-size-high-rise-cropped-skinny-jeans,,,,,,,,,Dark,,9/28,,,'100100358417419,595.158548677,shopify,deny,manual,59.00,,true,true,'100100358417419,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/129def3ccb8a405e9e97ecfc429b70eb-Max.jpg?v=1674766749,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/2ad2c6ab607042329e7f7842617eeba7-Max.jpg?v=1674766590,lb,,16.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-carly-full-size-high-rise-cropped-skinny-jeans,,,,,,,,,Dark,,11/29,,,'100100358411460,595.158548677,shopify,deny,manual,59.00,,true,true,'100100358411460,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/a89b226a1ea0406fa4af2a9af5b0e2c7-Max.jpg?v=1674766749,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/2ad2c6ab607042329e7f7842617eeba7-Max.jpg?v=1674766590,lb,,16.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-carly-full-size-high-rise-cropped-skinny-jeans,,,,,,,,,Dark,,13/30,,,'100100358411971,595.158548677,shopify,deny,manual,59.00,,true,true,'100100358411971,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/72c3f4dfc803498a8587b1bee7c9292b-Max.jpg?v=1674766749,8,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/2ad2c6ab607042329e7f7842617eeba7-Max.jpg?v=1674766590,lb,,16.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-carly-full-size-high-rise-cropped-skinny-jeans,,,,,,,,,Dark,,15/31,,,'100100358412975,595.158548677,shopify,deny,manual,59.00,,true,true,'100100358412975,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/2ad2c6ab607042329e7f7842617eeba7-Max.jpg?v=1674766590,lb,,16.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-carly-full-size-high-rise-cropped-skinny-jeans,,,,,,,,,Dark,,XL,,,'100100358418774,595.158548677,shopify,deny,manual,59.00,,true,true,'100100358418774,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/2ad2c6ab607042329e7f7842617eeba7-Max.jpg?v=1674766590,lb,,16.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-carly-full-size-high-rise-cropped-skinny-jeans,,,,,,,,,Dark,,2XL,,,'100100358418228,595.158548677,shopify,deny,manual,59.00,,true,true,'100100358418228,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/2ad2c6ab607042329e7f7842617eeba7-Max.jpg?v=1674766590,lb,,16.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-carly-full-size-high-rise-cropped-skinny-jeans,,,,,,,,,Dark,,3XL,,,'100100358415101,595.158548677,shopify,deny,manual,59.00,,true,true,'100100358415101,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/2ad2c6ab607042329e7f7842617eeba7-Max.jpg?v=1674766590,lb,,16.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-brie-full-size-mom-jeans,Zenana Brie Full Size Mom Jeans,"<p>These are the mom jeans of your dreams! Structure, light distressing, and cute fading makes these into a no-brainer! You'll soon find that you just can't get enough!</p><ul>
<li>Sizing category: Full size run</li>
<li>Picture style: Studio</li>
<li>Pattern type: Solid</li>
<li>Style: Casual, chic</li>
<li>Features: Distressed, pockets</li>
<li>Length: Long</li>
<li>Material: 77% cotton, 23% rayon</li>
<li>Stretch: No stretch</li>
<li>Sheer: No</li>
<li>Body: Not lined</li>
<li>Care instructions: Machine wash cold. Tumble dry low.</li>
<li>Made in Vietnam</li>
<li>Models are wearing sizes 24 and 34.</li>
<li>Product measurements:</li>
</ul><p style=""padding-left: 40px;"">24: hip 35 in, rise 10 in, inseam 30 in, waist 26 in</p><p style=""padding-left: 40px;"">25: hip 36 in, rise 10.5 in, inseam 30 in, waist 27 in</p><p style=""padding-left: 40px;"">26: hip 38 in, rise 10.5 in, inseam 30 in, waist 28 in</p><p style=""padding-left: 40px;"">27: hip 39 in, rise 11 in, inseam 30 in, waist 29 in</p><p style=""padding-left: 40px;"">28: hip 40 in, rise 11 in, inseam 30.5 in, waist 30 in</p><p style=""padding-left: 40px;"">29: hip 41 in, rise 11.5 in, inseam 30.5 in, waist 31 in</p><p style=""padding-left: 40px;"">30: hip 42 in, rise 12 in, inseam 30.5 in, waist 32 in</p><p style=""padding-left: 40px;"">36: hip 48 in, rise 13.5 in, inseam 30.5 in, waist 40 in</p><p>Zenana is a leading clothing company offering sustainable, ethical, and affordable basics made from quality fabrics, to ensure that they will last for many seasons to come. Their main goal is to provide environmentally friendly clothing at an affordable price.</p>",Trendsi,,"","Clearance 0921, Ship from USA, Zenana",false,Color,Medium,Size,24,,,'100100366808709,510.019260828,shopify,deny,manual,31.00,,true,true,'100100366808709,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/0992cee63b5442f9a37d184f09968b62-Max.jpg?v=1674766576,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/0992cee63b5442f9a37d184f09968b62-Max.jpg?v=1674766576,lb,,8.50,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
zenana-brie-full-size-mom-jeans,,,,,,,,,Medium,,25,,,'100100366808495,510.019260828,shopify,deny,manual,31.00,,true,true,'100100366808495,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/946f4393c3784cc8832b66b3b626d3bf-Max.jpg?v=1674766576,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/0992cee63b5442f9a37d184f09968b62-Max.jpg?v=1674766576,lb,,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-brie-full-size-mom-jeans,,,,,,,,,Medium,,26,,,'100100366800541,510.019260828,shopify,deny,manual,31.00,,true,true,'100100366800541,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/3d3fc595000c4f0ab72cf98e5818e03e-Max.jpg?v=1674766602,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/0992cee63b5442f9a37d184f09968b62-Max.jpg?v=1674766576,lb,,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-brie-full-size-mom-jeans,,,,,,,,,Medium,,27,,,'100100366808150,510.019260828,shopify,deny,manual,31.00,,true,true,'100100366808150,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/1a499e89e37b4f9b836bd8a49830d9b8-Max.jpg?v=1674766602,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/0992cee63b5442f9a37d184f09968b62-Max.jpg?v=1674766576,lb,,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-brie-full-size-mom-jeans,,,,,,,,,Medium,,28,,,'100100366804078,510.019260828,shopify,deny,manual,31.00,,true,true,'100100366804078,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/67447ac6b597404c990b8935c9c35ba6-Max.jpg?v=1674766602,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/0992cee63b5442f9a37d184f09968b62-Max.jpg?v=1674766576,lb,,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-brie-full-size-mom-jeans,,,,,,,,,Medium,,29,,,'100100366809455,510.019260828,shopify,deny,manual,31.00,,true,true,'100100366809455,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/b1b8737a591849be92b0ca9e991c67f3-Max.jpg?v=1674766602,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/0992cee63b5442f9a37d184f09968b62-Max.jpg?v=1674766576,lb,,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-brie-full-size-mom-jeans,,,,,,,,,Medium,,30,,,'100100366802340,510.019260828,shopify,deny,manual,31.00,,true,true,'100100366802340,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/8b48bd920f134eaa8f6c0a329b1c619e-Max.jpg?v=1674766602,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/0992cee63b5442f9a37d184f09968b62-Max.jpg?v=1674766576,lb,,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-brie-full-size-mom-jeans,,,,,,,,,Medium,,32,,,'100100366809875,510.019260828,shopify,deny,manual,31.00,,true,true,'100100366809875,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/43b61a881d2d4a7f9d1cf7298160ba8d-Max.jpg?v=1674766602,8,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/0992cee63b5442f9a37d184f09968b62-Max.jpg?v=1674766576,lb,,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-brie-full-size-mom-jeans,,,,,,,,,Medium,,36,,,'100100366800099,510.019260828,shopify,deny,manual,31.00,,true,true,'100100366800099,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/8a6b14929d6c49c0930ff87a04cbb63a-Max.jpg?v=1674766602,9,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/0992cee63b5442f9a37d184f09968b62-Max.jpg?v=1674766576,lb,,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-molly-full-size-high-rise-button-fly-bootcut-jeans,Kancan Molly Full Size High Rise Button Fly Bootcut Jeans,"<p>The exposed button fly is here to stay, and these jeans have made it even better! An elegant bootcut silhouette adds a timeless and feminine flair to these jeans, which are finished off by a fraying hem detail.</p><p>Kancan M.A.P. for this item: $64</p><ul>
<li>Sizing category: Full size run</li>
<li>Picture style: Studio</li>
<li>Pattern type: Solid</li>
<li>Style: Casual, minimalist</li>
<li>Features: Pockets</li>
<li>Length: Long</li>
<li>Material: 94% cotton , 4% polyester , 2% spandex</li>
<li>Stretch: Slightly stretchy</li>
<li>Sheer: No</li>
<li>Body: Not lined</li>
<li>Care instructions: Machine wash cold. Tumble dry low.</li>
<li>Imported</li>
<li>Product measurements:</li>
</ul><p style=""padding-left: 40px;"">0 (23): waist 21 in, hip 29 in, rise 10 in, inseam 31 in</p><p style=""padding-left: 40px;"">1 (24): waist 22 in, hip 31 in, rise 10.5 in, inseam 31 in</p><p style=""padding-left: 40px;"">3 (25): waist 23 in, hip 32 in, rise 11 in, inseam 31.5 in</p><p style=""padding-left: 40px;"">5 (26): waist 24 in, hip 33 in, rise 11 in, inseam 31.5 in</p><p style=""padding-left: 40px;"">7 (27): waist 25 in, hip 34 in, rise 11 in, inseam 31.5 in</p><p style=""padding-left: 40px;"">9 (28): waist 27 in, hip 35 in, rise 11 in, inseam 32 in</p><p style=""padding-left: 40px;"">11 (29): waist 29 in, hip 36 in, rise 11.5 in, inseam 32 in</p><p style=""padding-left: 40px;"">13 (30): waist 30 in, hip 37 in, rise 11.5 in, inseam 32 in</p><p style=""padding-left: 40px;"">15 (31): waist 31 in, hip 38 in, rise 12 in, inseam 32 in</p><p style=""padding-left: 40px;"">16W: waist 33 in, hip 42 in, rise 12 in, inseam 32 in</p><p style=""padding-left: 40px;"">18W: waist 35 in, hip 43 in, rise 12.5 in, inseam 32.5 in</p><p style=""padding-left: 40px;"">20W: waist 37 in, hip 45 in, rise 13 in, inseam 32.5 in</p><p style=""padding-left: 40px;"">22W: waist 39 in, hip 47 in, rise 13 in, inseam 32.5 in</p><p>Established in 2003, Los Angeles-based Kancan was named after the popular cancan dancers of the late 1800s because they wanted to reflect the same positivity and high-energy the dance is known for. They offer quality and comfortable denim for the everyday modern woman. By using the latest techniques and washes, they are able to provide everything from reliable essentials to current and trendy pieces that provide a wider range of movement. Kancan has received high praises for designing jeans that are not only fashion-forward but also comfortably flatter all body shapes and sizes.</p>",Trendsi,,"","Kancan, Ship from USA",false,Color,Medium,Size,0(23),,,'100100255001609,679.980321867,shopify,deny,manual,66.00,,true,true,'100100255001609,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/84c61cb30b124547bcae0ffd128155bb-Max.jpg?v=1674766560,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/84c61cb30b124547bcae0ffd128155bb-Max.jpg?v=1674766560,lb,,33.41,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
kancan-molly-full-size-high-rise-button-fly-bootcut-jeans,,,,,,,,,Medium,,1(24),,,'100100255001653,679.980321867,shopify,deny,manual,66.00,,true,true,'100100255001653,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/171674b4fa5a4edca26a69a5295dc90a-Max.jpg?v=1674766560,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/84c61cb30b124547bcae0ffd128155bb-Max.jpg?v=1674766560,lb,,33.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-molly-full-size-high-rise-button-fly-bootcut-jeans,,,,,,,,,Medium,,3(25),,,'100100255000535,679.980321867,shopify,deny,manual,66.00,,true,true,'100100255000535,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/a1452ca2c3dc4c03b2c43bdf044604bf-Max.jpg?v=1674766605,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/84c61cb30b124547bcae0ffd128155bb-Max.jpg?v=1674766560,lb,,33.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-molly-full-size-high-rise-button-fly-bootcut-jeans,,,,,,,,,Medium,,5(26),,,'100100255006426,679.980321867,shopify,deny,manual,66.00,,true,true,'100100255006426,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/b4206bdefdbc4e67bfc0e342e2b00d04-Max.jpg?v=1674766605,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/84c61cb30b124547bcae0ffd128155bb-Max.jpg?v=1674766560,lb,,33.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-molly-full-size-high-rise-button-fly-bootcut-jeans,,,,,,,,,Medium,,7(27),,,'100100255003234,679.980321867,shopify,deny,manual,66.00,,true,true,'100100255003234,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/39a72480db2249ef806dd05431060548-Max.jpg?v=1674766605,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/84c61cb30b124547bcae0ffd128155bb-Max.jpg?v=1674766560,lb,,33.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-molly-full-size-high-rise-button-fly-bootcut-jeans,,,,,,,,,Medium,,9(28),,,'100100255001417,679.980321867,shopify,deny,manual,66.00,,true,true,'100100255001417,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/6048e67a172d4a2282933ea687a89b9f-Max.jpg?v=1674766605,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/84c61cb30b124547bcae0ffd128155bb-Max.jpg?v=1674766560,lb,,33.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-molly-full-size-high-rise-button-fly-bootcut-jeans,,,,,,,,,Medium,,11(29),,,'100100255003712,679.980321867,shopify,deny,manual,66.00,,true,true,'100100255003712,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/913a48bd942a4bb9b8bcfcfc5c050332-Max.jpg?v=1674766605,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/84c61cb30b124547bcae0ffd128155bb-Max.jpg?v=1674766560,lb,,33.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-molly-full-size-high-rise-button-fly-bootcut-jeans,,,,,,,,,Medium,,13(30),,,'100100255003879,679.980321867,shopify,deny,manual,66.00,,true,true,'100100255003879,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/84c61cb30b124547bcae0ffd128155bb-Max.jpg?v=1674766560,lb,,33.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-molly-full-size-high-rise-button-fly-bootcut-jeans,,,,,,,,,Medium,,15(31),,,'100100255007913,679.980321867,shopify,deny,manual,66.00,,true,true,'100100255007913,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/84c61cb30b124547bcae0ffd128155bb-Max.jpg?v=1674766560,lb,,33.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-molly-full-size-high-rise-button-fly-bootcut-jeans,,,,,,,,,Medium,,16W,,,'100100255003505,679.980321867,shopify,deny,manual,66.00,,true,true,'100100255003505,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/84c61cb30b124547bcae0ffd128155bb-Max.jpg?v=1674766560,lb,,33.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-molly-full-size-high-rise-button-fly-bootcut-jeans,,,,,,,,,Medium,,18W,,,'100100255004139,679.980321867,shopify,deny,manual,66.00,,true,true,'100100255004139,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/84c61cb30b124547bcae0ffd128155bb-Max.jpg?v=1674766560,lb,,33.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-molly-full-size-high-rise-button-fly-bootcut-jeans,,,,,,,,,Medium,,20W,,,'100100255008301,679.980321867,shopify,deny,manual,66.00,,true,true,'100100255008301,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/84c61cb30b124547bcae0ffd128155bb-Max.jpg?v=1674766560,lb,,33.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kancan-molly-full-size-high-rise-button-fly-bootcut-jeans,,,,,,,,,Medium,,22W,,,'100100255001291,679.980321867,shopify,deny,manual,66.00,,true,true,'100100255001291,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/84c61cb30b124547bcae0ffd128155bb-Max.jpg?v=1674766560,lb,,33.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-walk-the-line-full-size-high-rise-skinny-jeans-in-rose,Zenana Walk the Line Full Size High Rise Skinny Jeans in Rose,"<p>Skinny denim is a must-have, and these ones with a high rise and fun colors are just what you need! From solid basics to printed blouses, these go with anything!</p><ul>
<li>Sizing category: Full size run</li>
<li>Picture style: Studio</li>
<li>Pattern type: Solid</li>
<li>Style: Casual, urban</li>
<li>Features: High rise</li>
<li>Length: Long</li>
<li>Material: 58% cotton, 39% polyester, 3% spandex</li>
<li>Stretch: Slightly stretchy</li>
<li>Sheer: No</li>
<li>Body: Not lined</li>
<li>Care instructions: Machine wash cold. Tumble dry low.</li>
<li>Made in Vietnam</li>
<li>Models are wearing sizes S and 1X.</li>
<li>Product measurements:</li>
</ul><p style=""padding-left: 40px;"">3X: hip 46 in, rise 13 in, inseam 26.5 in, waist 39 in   </p><p>Zenana is a leading clothing company offering sustainable, ethical, and affordable basics made from quality fabrics, to ensure that they will last for many seasons to come. Their main goal is to provide environmentally friendly clothing at an affordable price.</p>",Trendsi,,"","Clearance 0921, Ship from USA, Zenana",true,Color,Rose,Size,3X,,,'100100754680054,510.019260828,shopify,deny,manual,30.00,,true,true,'100100754680054,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/df6022dad16648fea184a7ff31ee3647-Max.jpg?v=1674766552,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/df6022dad16648fea184a7ff31ee3647-Max.jpg?v=1674766552,lb,,8.00,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
